our_color,our_rating,opp_rating,rating_diff,time_class,eco,opening_family,move_count,outcome
white,613,531,82,rapid,B02,Alekhines,68,1.0
white,603,527,76,rapid,C20,Kings,121,0.0
black,595,621,-26,rapid,C20,Kings,126,0.0
white,602,515,87,rapid,C20,Kings,156,1.0
black,595,646,-51,rapid,A40,Queens,138,0.0
white,586,568,18,rapid,C20,Kings,182,0.0
black,596,655,-59,rapid,A21,English,65,1.0
black,587,566,21,rapid,B02,Alekhines,184,0.0
white,594,534,60,rapid,B02,Alekhines,126,1.0
white,602,574,28,rapid,C47,Four,104,1.0
black,609,570,39,rapid,C40,Kings,255,1.0
white,616,534,82,rapid,B02,Alekhines,142,1.0
black,253,344,-91,blitz,C20,Kings,112,0.0
white,261,239,22,blitz,B00,Kings,89,1.0
white,608,606,2,rapid,C20,Kings,98,0.0
black,607,585,22,rapid,D00,Queens,187,0.5
black,597,527,70,rapid,D00,Queens,157,0.0
black,598,624,-26,rapid,C23,Bishops,308,0.0
white,605,549,56,rapid,C00,French,78,1.0
black,268,170,98,blitz,D00,Queens,112,1.0
white,597,616,-19,rapid,B07,Pirc,131,0.0
black,591,733,-142,rapid,B07,Pirc,166,0.0
white,583,624,-41,rapid,C20,Kings,183,0.0
black,590,511,79,rapid,C23,Bishops,20,1.0
white,598,548,50,rapid,C20,Kings,137,1.0
black,605,561,44,rapid,C20,Kings,121,1.0
white,261,312,-51,blitz,B01,Scandinavian,12,0.0
black,268,115,153,blitz,A00,Undefined,146,1.0
white,261,301,-40,blitz,B02,Alekhines,95,0.0
black,267,157,110,blitz,C41,Philidor,112,1.0
black,612,551,61,rapid,A06,Reti,152,1.0
white,276,304,-28,blitz,C20,Kings,21,1.0
white,285,328,-43,blitz,B00,Kings,76,1.0
black,620,476,144,rapid,B50,Sicilian,78,1.0
white,293,266,27,blitz,C20,Kings,114,1.0
black,285,291,-6,blitz,C20,Kings,146,0.0
white,612,610,2,rapid,C40,Kings,238,0.0
black,292,255,37,blitz,A00,Van,121,1.0
white,619,577,42,rapid,C20,Kings,222,1.0
black,627,592,35,rapid,D30,Queens,80,1.0
black,287,432,-145,blitz,C20,Kings,126,0.0
black,633,536,97,rapid,C20,Kings,26,1.0
white,624,612,12,rapid,C00,French,192,0.0
white,630,533,97,rapid,C20,Kings,154,1.0
white,279,279,0,blitz,B00,Kings,67,0.0
black,286,203,83,blitz,A00,Van,174,1.0
white,622,646,-24,rapid,B01,Scandinavian,100,0.0
black,279,344,-65,blitz,C20,Bishops,39,0.0
white,288,327,-39,blitz,C00,French,89,1.0
black,630,594,36,rapid,A06,Reti,110,1.0
white,622,630,-8,rapid,C55,Italian,72,0.0
white,335,285,50,bullet,C20,Kings,112,1.0
white,280,329,-49,blitz,B02,Alekhines,100,0.0
black,615,694,-79,rapid,C20,Kings,167,0.0
black,616,648,-32,rapid,C42,Petrovs,108,0.5
white,291,400,-109,blitz,B00,Kings,8,1.0
black,281,234,47,blitz,C20,Kings,157,0.0
black,624,623,1,rapid,C20,Kings,111,1.0
white,617,665,-48,rapid,C25,Vienna,183,0.0
white,624,468,156,rapid,C20,Kings,68,1.0
white,275,377,-102,blitz,C20,Kings,42,0.0
black,266,243,23,blitz,C40,Kings,92,0.0
white,616,624,-8,rapid,B01,Scandinavian,144,0.0
black,260,362,-102,blitz,D03,Queens,198,0.0
white,270,291,-21,blitz,C20,Kings,32,1.0
black,264,354,-90,blitz,C20,Kings,32,0.0
black,271,196,75,blitz,D00,Queens,56,1.0
black,281,347,-66,blitz,C40,Kings,214,1.0
white,623,444,179,rapid,C20,Kings,98,1.0
black,616,662,-46,rapid,C20,Kings,141,0.0
black,607,699,-92,rapid,C42,Petrovs,62,0.0
white,616,587,29,rapid,C02,French,91,1.0
black,618,675,-57,rapid,C44,Kings,158,0.5
black,611,673,-62,rapid,C40,Kings,155,0.0
white,601,513,88,rapid,C20,Kings,85,0.0
white,611,632,-21,rapid,C20,Kings,230,1.0
black,619,579,40,rapid,C45,Scotch,59,1.0
white,612,683,-71,rapid,C25,Vienna,114,0.0
black,606,696,-90,rapid,D20,Queens,358,0.0
white,599,638,-39,rapid,C00,French,136,0.0
white,600,648,-48,rapid,C20,Kings,407,0.5
black,272,261,11,blitz,B00,Kings,8,0.0
white,280,259,21,blitz,B00,Kings,34,1.0
black,271,257,14,blitz,C21,Center,92,0.0
white,609,620,-11,rapid,B00,Kings,8,1.0
black,618,630,-12,rapid,C23,Bishops,70,1.0
black,626,595,31,rapid,A00,Undefined,6,1.0
white,618,646,-28,rapid,C20,Kings,162,0.0
black,624,531,93,rapid,A00,Mieses,105,1.0
white,632,486,146,rapid,C20,Kings,81,1.0
white,639,583,56,rapid,C00,French,141,1.0
black,361,228,133,bullet,C40,Kings,70,1.0
white,396,425,-29,bullet,B00,Kings,8,1.0
black,638,601,37,rapid,C40,Kings,236,0.5
white,630,637,-7,rapid,C60,Ruy,74,0.0
black,638,620,18,rapid,D00,Queens,97,1.0
white,637,613,24,rapid,C24,Bishops,235,0.5
black,263,289,-26,blitz,C20,Bishops,50,0.0
white,264,284,-20,blitz,C20,Kings,189,0.5
white,627,575,52,rapid,B01,Scandinavian,131,0.0
black,257,332,-75,blitz,D00,Queens,40,0.0
black,250,298,-48,blitz,C40,Kings,54,0.0
black,636,667,-31,rapid,C20,Kings,34,1.0
black,626,575,51,rapid,C20,Kings,113,0.0
white,625,586,39,rapid,B00,Nimzowitsch,286,0.5
white,257,199,58,blitz,C25,Vienna,30,1.0
black,248,345,-97,blitz,C47,Four,37,0.0
white,239,209,30,blitz,C20,Kings,33,0.0
black,240,266,-26,blitz,C20,Kings,319,0.5
black,633,599,34,rapid,A00,Undefined,6,1.0
black,641,618,23,rapid,C60,Ruy,214,1.0
white,233,334,-101,blitz,B02,Alekhines,90,0.0
white,224,216,8,blitz,C20,Kings,66,0.0
white,232,228,4,blitz,B07,Pirc,138,1.0
black,648,569,79,rapid,C41,Philidor,88,1.0
black,638,578,60,rapid,C20,Kings,160,0.0
white,223,212,11,blitz,B00,Nimzowitsch,151,0.0
white,215,251,-36,blitz,C20,Kings,125,0.0
white,205,212,-7,blitz,C00,French,160,0.0
black,196,186,10,blitz,A04,Reti,65,0.0
white,202,100,102,blitz,B01,Scandinavian,70,1.0
black,645,599,46,rapid,D00,Queens,53,1.0
black,209,164,45,blitz,C40,Kings,214,1.0
black,635,590,45,rapid,D20,Queens,96,0.0
white,627,655,-28,rapid,C50,Giuoco,114,0.0
black,618,585,33,rapid,D00,Queens,119,0.0
black,625,551,74,rapid,C40,Kings,133,1.0
white,216,146,70,blitz,C20,Kings,122,1.0
white,225,221,4,blitz,C20,Kings,115,1.0
white,632,581,51,rapid,C26,Vienna,72,1.0
white,639,565,74,rapid,B01,Scandinavian,185,1.0
black,646,597,49,rapid,C20,Kings,108,1.0
black,231,117,114,blitz,A40,Englund,82,1.0
black,238,199,39,blitz,A00,Undefined,149,1.0
white,652,563,89,rapid,C20,Kings,148,1.0
black,238,257,-19,blitz,C40,Kings,150,0.5
black,660,641,19,rapid,D00,Queens,100,1.0
white,232,350,-118,blitz,B10,Caro,50,0.0
white,225,297,-72,blitz,C20,Kings,89,0.0
black,667,625,42,rapid,A00,Van,207,1.0
white,658,624,34,rapid,C25,Vienna,118,0.0
white,219,324,-105,blitz,B00,Kings,47,0.0
black,228,233,-5,blitz,A40,Englund,40,1.0
black,222,323,-101,blitz,C40,Kings,82,0.0
white,417,297,120,bullet,C00,French,59,1.0
black,649,614,35,rapid,C20,Kings,82,0.0
black,233,332,-99,blitz,A00,Van,72,1.0
white,657,589,68,rapid,B01,Scandinavian,253,1.0
white,647,587,60,rapid,C20,Kings,181,0.0
white,654,611,43,rapid,C20,Kings,109,1.0
black,661,583,78,rapid,C42,Petrovs,111,1.0
white,225,230,-5,blitz,C20,Kings,73,0.0
black,654,716,-62,rapid,B02,Alekhines,132,0.0
white,237,379,-142,blitz,C20,Kings,80,1.0
black,247,296,-49,blitz,C20,Kings,103,1.0
white,241,513,-272,blitz,C00,French,56,0.0
black,233,246,-13,blitz,A40,Englund,178,0.0
white,227,323,-96,blitz,C20,Kings,152,0.0
black,234,173,61,blitz,A00,Van,42,1.0
black,242,241,1,blitz,C20,Kings,200,1.0
white,645,611,34,rapid,C50,Italian,99,0.0
white,637,665,-28,rapid,C20,Kings,68,0.0
black,629,649,-20,rapid,C20,Kings,97,0.0
white,637,614,23,rapid,C20,Kings,123,1.0
black,644,585,59,rapid,D02,Queens,90,1.0
white,636,668,-32,rapid,C20,Kings,96,0.0
black,234,265,-31,blitz,C47,Four,99,0.0
black,627,581,46,rapid,A00,Saragossa,106,0.0
white,635,630,5,rapid,C40,Kings,122,1.0
black,627,635,-8,rapid,D03,Queens,205,0.0
black,240,132,108,blitz,D00,Queens,139,1.0
white,636,659,-23,rapid,C00,French,182,1.0
black,249,229,20,blitz,C20,Kings,129,1.0
white,257,247,10,blitz,C20,Kings,60,1.0
white,266,312,-46,blitz,C20,Kings,188,1.0
white,275,281,-6,blitz,B00,Kings,8,1.0
black,267,289,-22,blitz,D10,Slav,83,0.0
black,643,604,39,rapid,C20,Kings,181,1.0
white,258,212,46,blitz,B02,Alekhines,202,0.0
white,633,553,80,rapid,C20,Kings,211,0.0
black,626,680,-54,rapid,B02,Alekhines,100,0.0
black,634,634,0,rapid,B01,Scandinavian,267,1.0
white,640,536,104,rapid,C20,Kings,86,1.0
black,632,632,0,rapid,B01,Scandinavian,273,0.0
white,250,278,-28,blitz,C20,Kings,85,0.0
white,242,275,-33,blitz,C20,Kings,127,0.0
black,234,266,-32,blitz,A00,Mieses,162,0.0
white,242,229,13,blitz,C00,French,43,1.0
black,250,228,22,blitz,D02,Queens,210,1.0
white,255,120,135,blitz,C20,Kings,106,1.0
black,262,194,68,blitz,A06,Reti,155,1.0
white,624,654,-30,rapid,B12,Caro,156,0.0
black,271,276,-5,blitz,C40,Kings,121,1.0
black,281,326,-45,blitz,D00,Queens,124,1.0
white,272,245,27,blitz,B07,Pirc,111,0.0
white,280,254,26,blitz,B00,Nimzowitsch,52,1.0
black,632,626,6,rapid,B01,Scandinavian,23,1.0
black,639,590,49,rapid,B01,Scandinavian,97,1.0
white,647,616,31,rapid,C23,Bishops,47,1.0
white,273,321,-48,blitz,B06,Modern,192,0.0
black,279,181,98,blitz,C20,Kings,101,1.0
black,270,262,8,blitz,B01,Scandinavian,39,0.0
white,656,695,-39,rapid,C55,Italian,212,1.0
black,278,252,26,blitz,C25,Vienna,201,1.0
white,664,635,29,rapid,C20,Kings,149,1.0
white,272,354,-82,blitz,B00,Kings,142,0.0
black,265,316,-51,blitz,C02,French,79,0.0
white,259,393,-134,blitz,B01,Scandinavian,68,0.0
black,266,135,131,blitz,A03,Birds,30,1.0
black,257,239,18,blitz,B01,Scandinavian,108,0.0
white,263,181,82,blitz,C00,French,132,1.0
black,671,618,53,rapid,C00,French,27,1.0
white,662,662,0,rapid,C24,Bishops,306,0.0
black,272,309,-37,blitz,B01,Scandinavian,175,1.0
black,280,261,19,blitz,D00,Queens,105,1.0
white,285,133,152,blitz,C00,French,54,1.0
white,293,262,31,blitz,C20,Kings,37,1.0
black,400,560,-160,bullet,B01,Scandinavian,103,0.0
black,285,296,-11,blitz,A06,Reti,32,0.0
white,667,514,153,rapid,B02,Alekhines,27,1.0
white,294,311,-17,blitz,B01,Scandinavian,143,1.0
black,657,591,66,rapid,B01,Scandinavian,48,0.0
white,650,711,-61,rapid,C23,Bishops,56,0.0
black,656,545,111,rapid,B01,Scandinavian,197,1.0
white,663,625,38,rapid,C20,Kings,195,1.0
black,654,632,22,rapid,D00,Queens,223,0.0
white,295,318,-23,blitz,C20,Kings,232,0.0
white,302,249,53,blitz,C20,Kings,31,1.0
black,311,322,-11,blitz,A00,Kings,73,1.0
black,319,298,21,blitz,B01,Scandinavian,120,1.0
white,327,298,29,blitz,C20,Kings,139,1.0
white,335,308,27,blitz,C20,Kings,65,1.0
black,327,342,-15,blitz,D00,Queens,81,0.0
white,319,350,-31,blitz,C20,Kings,241,0.0
white,311,325,-14,blitz,C20,Kings,102,0.0
black,660,568,92,rapid,A00,Van,88,1.0
white,318,269,49,blitz,C20,Kings,122,1.0
black,310,341,-31,blitz,B01,Scandinavian,37,0.0
black,304,406,-102,blitz,B01,Scandinavian,84,0.0
black,311,237,74,blitz,B01,Scandinavian,111,1.0
white,321,409,-88,blitz,C20,Kings,49,1.0
white,312,279,33,blitz,C20,Kings,116,0.0
black,319,275,44,blitz,B10,Caro,132,1.0
white,313,431,-118,blitz,C20,Kings,133,0.0
black,668,641,27,rapid,B01,Scandinavian,114,1.0
black,676,563,113,rapid,B15,Caro,113,1.0
white,317,124,193,blitz,C20,Kings,53,1.0
white,309,409,-100,blitz,C20,Kings,170,0.0
black,302,366,-64,blitz,B01,Scandinavian,27,0.0
white,312,391,-79,blitz,C00,French,186,1.0
black,306,403,-97,blitz,B01,Scandinavian,167,0.0
black,299,346,-47,blitz,A00,Van,35,0.0
white,310,422,-112,blitz,C20,Kings,43,1.0
white,318,286,32,blitz,C20,Kings,83,1.0
black,325,273,52,blitz,A00,Van,78,1.0
black,333,298,35,blitz,B10,Caro,144,1.0
black,667,649,18,rapid,B01,Scandinavian,64,0.0
white,658,619,39,rapid,C40,Kings,153,0.0
white,667,702,-35,rapid,C20,Kings,39,1.0
black,660,706,-46,rapid,D00,Queens,125,0.0
white,666,575,91,rapid,C20,Kings,260,1.0
black,323,246,77,blitz,D02,Queens,137,0.0
white,659,700,-41,rapid,C20,Kings,238,0.0
white,652,722,-70,rapid,C20,Kings,57,0.0
black,643,609,34,rapid,D00,Queens,161,0.0
white,634,624,10,rapid,B07,Pirc,141,0.0
black,626,656,-30,rapid,B01,Scandinavian,129,0.0
white,314,302,12,blitz,C20,Kings,87,0.0
white,323,309,14,blitz,B01,Scandinavian,186,1.0
black,316,376,-60,blitz,B01,Scandinavian,67,0.0
black,321,188,133,blitz,B01,Scandinavian,132,1.0
white,634,485,149,rapid,C42,Petrovs,177,1.0
black,641,576,65,rapid,A00,Van,84,1.0
white,648,582,66,rapid,B01,Scandinavian,156,1.0
black,638,568,70,rapid,D02,Queens,231,0.0
black,321,347,-26,blitz,B01,Scandinavian,16,0.0
black,314,389,-75,blitz,D00,Queens,95,0.0
white,306,305,1,blitz,B20,Sicilian,24,0.0
white,316,363,-47,blitz,C20,Kings,158,1.0
black,311,447,-136,blitz,C00,French,130,0.0
white,305,384,-79,blitz,A00,Van,77,0.0
black,313,295,18,blitz,B10,Caro,166,1.0
white,644,557,87,rapid,B01,Scandinavian,49,1.0
black,635,746,-111,rapid,B02,Alekhines,159,0.0
black,321,295,26,blitz,C41,Philidor,173,1.0
black,626,619,7,rapid,B01,Scandinavian,196,0.0
white,633,572,61,rapid,B01,Scandinavian,84,1.0
white,625,638,-13,rapid,B40,Sicilian,180,0.0
black,618,659,-41,rapid,C00,French,188,0.0
black,327,234,93,blitz,B01,Scandinavian,116,1.0
white,625,525,100,rapid,B01,Scandinavian,48,1.0
white,632,551,81,rapid,B02,Alekhines,177,1.0
white,638,529,109,rapid,C20,Kings,36,1.0
black,334,269,65,blitz,B01,Scandinavian,105,1.0
white,340,216,124,blitz,C20,Kings,166,1.0
black,346,203,143,blitz,C00,French,130,1.0
white,357,475,-118,blitz,C20,Kings,74,1.0
black,653,554,99,rapid,A00,Van,10,1.0
white,643,604,39,rapid,C23,Bishops,108,0.0
black,649,568,81,rapid,A00,Van,130,1.0
white,364,229,135,blitz,C20,Kings,201,1.0
black,640,604,36,rapid,B02,Alekhines,100,0.0
white,632,646,-14,rapid,B01,Scandinavian,84,0.0
white,638,539,99,rapid,C20,Kings,20,1.0
black,644,556,88,rapid,D00,Queens,102,1.0
black,354,275,79,blitz,C41,Philidor,114,0.0
white,639,793,-154,rapid,C44,Kings,74,0.0
black,631,687,-56,rapid,C41,Philidor,71,0.0
white,623,658,-35,rapid,C25,Vienna,55,0.0
black,615,610,5,rapid,A04,Reti,120,0.0
black,362,345,17,blitz,A00,Van,182,1.0
white,352,291,61,blitz,D00,Queens,101,0.0
white,358,196,162,blitz,B02,Alekhines,138,1.0
black,368,417,-49,blitz,D00,Queens,196,1.0
black,377,381,-4,blitz,A21,English,202,1.0
white,367,316,51,blitz,C47,Four,85,0.0
white,607,649,-42,rapid,B07,Pirc,182,0.0
black,614,517,97,rapid,B01,Scandinavian,105,1.0
white,357,355,2,blitz,C47,Four,67,0.0
black,365,342,23,blitz,C20,Kings,20,1.0
white,371,252,119,blitz,B20,Sicilian,111,1.0
black,621,543,78,rapid,D04,Colle,170,1.0
white,362,393,-31,blitz,B01,Scandinavian,246,0.0
black,352,272,80,blitz,C00,French,165,0.0
white,352,342,10,blitz,C46,Three,26,0.5
black,360,334,26,blitz,C25,Vienna,161,1.0
white,370,439,-69,blitz,C40,Kings,53,1.0
black,368,287,81,blitz,D00,Queens,301,0.0
black,362,450,-88,blitz,C23,Bishops,81,0.0
white,357,492,-135,blitz,C42,Petrovs,127,0.0
black,365,333,32,blitz,C50,Giuoco,64,1.0
white,375,443,-68,blitz,C42,Petrovs,108,1.0
black,369,458,-89,blitz,D03,Queens,104,0.0
white,377,381,-4,blitz,B07,Pirc,147,1.0
white,628,576,52,rapid,C50,Italian,122,1.0
black,369,391,-22,blitz,B01,Scandinavian,56,0.0
white,359,311,48,blitz,C20,Kings,41,0.0
white,365,237,128,blitz,C20,Kings,135,1.0
white,371,277,94,blitz,B01,Scandinavian,192,1.0
black,377,257,120,blitz,A00,Saragossa,178,1.0
black,384,323,61,blitz,B01,Scandinavian,155,1.0
black,394,451,-57,blitz,B01,Scandinavian,136,1.0
white,404,332,72,blitz,C40,Kings,136,1.0
black,413,431,-18,blitz,C00,French,99,1.0
white,422,455,-33,blitz,C20,Kings,103,1.0
black,415,456,-41,blitz,B01,Scandinavian,185,0.0
white,409,600,-191,blitz,C47,Four,129,0.0
black,415,326,89,blitz,D00,Queens,160,1.0
black,412,661,-249,blitz,B01,Scandinavian,182,0.0
white,422,478,-56,blitz,B00,Nimzowitsch,81,1.0
black,427,190,237,blitz,D00,Queens,40,1.0
white,437,494,-57,blitz,C20,Kings,104,1.0
white,445,312,133,blitz,B00,Kings,95,1.0
white,452,352,100,blitz,C20,Kings,216,1.0
black,458,368,90,blitz,A00,Van,148,1.0
black,452,535,-83,blitz,C40,Kings,245,0.0
white,634,528,106,rapid,C20,Kings,198,1.0
black,458,355,103,blitz,A01,Nimzowitsch,107,1.0
white,464,348,116,blitz,C00,French,149,1.0
white,475,587,-112,blitz,C20,Kings,85,1.0
black,484,463,21,blitz,B02,Alekhines,189,1.0
black,476,476,0,blitz,B01,Scandinavian,117,0.0
white,471,640,-169,blitz,C20,Kings,44,0.0
black,479,481,-2,blitz,A00,Van,184,1.0
black,474,617,-143,blitz,B01,Scandinavian,112,0.0
white,467,528,-61,blitz,C20,Kings,137,0.0
black,458,430,28,blitz,D00,Queens,144,0.0
white,465,257,208,blitz,B07,Pirc,27,1.0
black,472,401,71,blitz,B01,Scandinavian,51,1.0
white,463,444,19,blitz,C00,French,91,0.0
black,470,426,44,blitz,B01,Scandinavian,133,1.0
white,462,469,-7,blitz,B00,Kings,172,0.0
white,451,330,121,blitz,C20,Kings,185,0.0
black,441,392,49,blitz,C20,Bishops,75,0.0
black,448,403,45,blitz,D02,Queens,145,1.0
white,455,386,69,blitz,C20,Kings,139,1.0
white,447,466,-19,blitz,B00,Kings,186,0.0
white,441,558,-117,blitz,C20,Kings,183,0.0
black,433,439,-6,blitz,D00,Queens,143,0.0
black,428,572,-144,blitz,B01,Scandinavian,137,0.0
white,438,500,-62,blitz,B06,Modern,114,1.0
black,429,421,8,blitz,D00,Queens,142,0.0
black,435,328,107,blitz,B01,Scandinavian,24,1.0
white,445,518,-73,blitz,C20,Kings,43,1.0
white,434,323,111,blitz,C20,Kings,82,0.0
black,428,537,-109,blitz,B01,Scandinavian,186,0.0
black,422,564,-142,blitz,A00,Van,102,0.0
white,414,427,-13,blitz,C20,Kings,148,0.0
black,423,430,-7,blitz,B01,Scandinavian,111,1.0
white,418,569,-151,blitz,C20,Kings,123,0.0
black,427,372,55,blitz,D02,Queens,158,1.0
white,433,338,95,blitz,C50,Italian,43,1.0
white,441,249,192,blitz,C50,Italian,28,1.0
white,432,406,26,blitz,B00,Kings,149,0.0
black,423,375,48,blitz,B01,Scandinavian,121,0.0
black,432,476,-44,blitz,A00,Mieses,119,1.0
white,427,572,-145,blitz,C00,French,107,0.0
black,436,479,-43,blitz,B01,Scandinavian,149,1.0
black,445,458,-13,blitz,C40,Kings,296,1.0
white,437,476,-39,blitz,C40,Kings,242,0.0
black,442,288,154,blitz,B15,Caro,57,1.0
white,449,409,40,blitz,C55,Italian,87,1.0
black,454,306,148,blitz,A00,Van,172,1.0
white,381,506,-125,bullet,B00,Nimzowitsch,162,0.0
black,404,347,57,bullet,B01,Scandinavian,63,1.0
white,464,524,-60,blitz,C20,Kings,197,1.0
white,454,378,76,blitz,C20,Kings,147,0.0
black,444,388,56,blitz,B12,Caro,108,0.0
white,436,437,-1,blitz,B00,Nimzowitsch,119,0.0
black,426,358,68,blitz,B01,Scandinavian,76,0.0
black,433,386,47,blitz,A00,Van,134,1.0
black,443,513,-70,blitz,B01,Scandinavian,96,1.0
white,448,314,134,blitz,B01,Scandinavian,173,1.0
white,461,659,-198,blitz,C20,Kings,236,1.0
white,450,322,128,blitz,C20,Kings,157,0.0
black,456,345,111,blitz,B01,Scandinavian,25,1.0
black,465,487,-22,blitz,B01,Scandinavian,240,1.0
white,473,383,90,blitz,C20,Kings,140,1.0
white,627,679,-52,rapid,C00,French,82,0.0
black,618,583,35,rapid,A00,Kings,36,0.0
black,473,464,9,blitz,A00,Van,168,0.0
white,463,381,82,blitz,C20,Kings,212,0.0
white,455,487,-32,blitz,B00,Nimzowitsch,109,0.0
black,461,375,86,blitz,C20,Kings,128,1.0
white,470,488,-18,blitz,B01,Scandinavian,158,1.0
black,479,316,163,blitz,A00,Mieses,89,1.0
black,487,467,20,blitz,B10,Caro,131,1.0
white,495,460,35,blitz,B00,Owens,12,1.0
white,503,483,20,blitz,C20,Kings,130,1.0
white,511,466,45,blitz,B30,Sicilian,141,1.0
black,517,373,144,blitz,A04,Reti,172,1.0
black,524,469,55,blitz,D00,Queens,133,1.0
white,530,423,107,blitz,C40,Kings,110,1.0
white,520,452,68,blitz,B01,Scandinavian,60,0.0
black,527,460,67,blitz,D00,Queens,125,1.0
black,532,383,149,blitz,D10,Slav,77,1.0
black,537,385,152,blitz,C20,Bishops,30,1.0
black,625,570,55,rapid,C20,Bishops,147,1.0
white,532,666,-134,blitz,B10,Caro,194,0.0
white,521,402,119,blitz,C20,Kings,128,0.0
white,509,373,136,blitz,C20,Kings,63,0.0
black,498,397,101,blitz,C40,Kings,181,0.0
white,503,351,152,blitz,C00,French,79,1.0
black,510,445,65,blitz,B01,Scandinavian,77,1.0
white,518,483,35,blitz,A04,Reti,134,1.0
black,523,391,132,blitz,B07,Pirc,119,1.0
white,530,484,46,blitz,B01,Scandinavian,138,1.0
black,615,553,62,rapid,C24,Bishops,41,0.0
black,605,539,66,rapid,C00,French,166,0.0
white,537,483,54,blitz,B01,Scandinavian,50,1.0
black,529,529,0,blitz,C47,Four,151,0.0
white,537,531,6,blitz,B01,Scandinavian,166,1.0
white,528,499,29,blitz,C44,Kings,15,0.0
black,539,664,-125,blitz,B01,Scandinavian,150,1.0
black,531,535,-4,blitz,B01,Scandinavian,149,0.0
white,522,518,4,blitz,C20,Kings,141,0.0
black,529,457,72,blitz,B01,Scandinavian,103,1.0
white,524,668,-144,blitz,B01,Scandinavian,105,0.0
black,518,612,-94,blitz,C00,French,145,0.0
white,527,443,84,blitz,B01,Scandinavian,98,1.0
white,517,464,53,blitz,B01,Scandinavian,168,0.0
black,506,381,125,blitz,B01,Scandinavian,49,0.0
white,501,648,-147,blitz,C40,Kings,120,0.0
black,493,499,-6,blitz,C41,Philidor,191,0.0
white,501,478,23,blitz,C46,Three,169,1.0
white,506,369,137,blitz,C20,Kings,136,1.0
black,598,661,-63,rapid,A00,Saragossa,146,0.0
black,498,517,-19,blitz,C20,Kings,189,0.0
black,505,426,79,blitz,D00,Queens,164,1.0
white,497,531,-34,blitz,C20,Kings,77,0.0
white,504,454,50,blitz,A00,Van,121,1.0
white,495,463,32,blitz,B01,Scandinavian,105,0.0
black,501,401,100,blitz,B01,Scandinavian,115,1.0
black,509,475,34,blitz,B01,Scandinavian,193,1.0
black,517,510,7,blitz,B01,Scandinavian,171,1.0
white,506,411,95,blitz,C20,Kings,125,0.0
black,496,429,67,blitz,D00,Queens,163,0.0
white,488,486,2,blitz,B01,Scandinavian,176,0.0
white,496,459,37,blitz,C47,Four,61,1.0
white,488,511,-23,blitz,C47,Four,63,0.0
black,479,459,20,blitz,B01,Scandinavian,88,0.0
black,472,551,-79,blitz,B01,Scandinavian,109,0.0
white,465,501,-36,blitz,C00,French,132,0.0
black,474,489,-15,blitz,C00,French,124,1.0
black,467,523,-56,blitz,D00,Queens,30,0.0
white,474,417,57,blitz,C40,Kings,133,1.0
white,481,445,36,blitz,C47,Four,103,1.0
black,475,610,-135,blitz,C25,Vienna,45,0.0
white,466,430,36,blitz,C50,Giuoco,112,0.0
black,604,497,107,rapid,D02,Queens,131,1.0
white,455,341,114,blitz,C46,Three,195,0.0
black,461,358,103,blitz,B15,Caro,71,1.0
white,468,258,210,blitz,C20,Kings,112,1.0
black,476,469,7,blitz,B01,Scandinavian,123,1.0
white,471,604,-133,blitz,B02,Alekhines,188,0.0
black,478,400,78,blitz,B01,Scandinavian,113,1.0
white,487,523,-36,blitz,B10,Caro,93,1.0
black,482,631,-149,blitz,A00,Kings,65,0.0
white,476,594,-118,blitz,C40,Kings,125,0.0
white,482,380,102,blitz,B01,Scandinavian,133,1.0
black,490,475,15,blitz,B01,Scandinavian,10,1.0
black,499,465,34,blitz,A20,English,77,1.0
white,507,475,32,blitz,C44,Kings,114,1.0
white,504,397,107,blitz,A04,Reti,59,0.5
black,510,413,97,blitz,B01,Scandinavian,94,1.0
black,503,575,-72,blitz,B00,Nimzowitsch,86,0.0
black,496,562,-66,blitz,B01,Scandinavian,145,0.0
white,501,337,164,blitz,C40,Kings,117,1.0
black,509,501,8,blitz,D02,Queens,126,1.0
white,520,655,-135,blitz,C40,Kings,11,1.0
black,513,579,-66,blitz,D07,Queens,95,0.0
white,523,576,-53,blitz,B07,Pirc,45,1.0
white,516,578,-62,blitz,A00,Van,110,0.0
white,523,451,72,blitz,A45,Indian,105,1.0
black,513,452,61,blitz,B01,Scandinavian,56,0.0
black,505,527,-22,blitz,B01,Scandinavian,129,0.0
white,503,405,98,blitz,C42,Petrovs,226,0.5
black,510,442,68,blitz,D00,Queens,227,1.0
black,522,693,-171,blitz,B00,Nimzowitsch,91,1.0
white,531,535,-4,blitz,A00,Van,64,1.0
white,612,575,37,rapid,C20,Kings,70,1.0
black,524,570,-46,blitz,A00,Undefined,106,0.0
white,517,602,-85,blitz,C42,Petrovs,193,0.0
